task_id,prompt,sequence_similarity,edit_distance_score,jaccard_similarity,cosine_similarity_score,sorensen_dice_coefficient,hamming_distance_score,longest_common_subsequence,UnifiedDiff,TreeDiff,pass_rate_0,pass_rate_1,pass_rate_2,pass_rate_3,pass_rate_4,pass_rate_5,pass_rate_6,pass_rate_7,pass_rate_8,pass_rate_9,pass_rate_10,pass_rate_11,pass_rate_12,pass_rate_13,pass_rate_14,pass_rate_15
HumanEval/0,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
",0.9552128836963789,0.8836742329824349,0.8945822890559733,0.9611104441547076,0.9923584597020577,0.34441242996051746,0.6570996026883179,0.8012718600953895,0.8303693570451437,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/1,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
",0.8007253066894129,0.4584808259587021,0.46525358347932194,0.40497725093282766,0.9898418540415584,0.33185840707964603,0.1384955752212389,0.7115749525616699,0.7502410800385729,100.0,100.0,100.0,0.0,0.0,100.0,25.0,100.0,100.0,0.0,100.0,0.0,75.0,25.0,0.0,100.0
HumanEval/2,"

def truncate_number(number: float) -> float:
    """""" Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.
    >>> truncate_number(3.5)
    0.5
    """"""
",0.881990603075647,0.701473927136669,0.708581526593949,0.7756309928948162,0.9812805793102766,0.7223815032085709,0.6401284082723531,0.8774509803921569,0.8663101604278074,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/3,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account fallls below zero, and
    at that point function should return True. Otherwise it should return False.
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
",0.9145416736191734,0.7690765991779983,0.7870807453416151,0.8214880809607796,0.9877622692626249,0.4455519869938621,0.5121952742168044,0.8823529411764706,0.8823529411764706,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/4,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
",0.9417250483883265,0.8496666869094447,0.8899491928196139,0.9008069735456805,0.9935270049603919,0.6184684997589225,0.735995509116925,0.8278867102396513,0.8566176470588235,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/5,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
",0.9047724358890825,0.7511525633999107,0.7615628083680996,0.7689221218040697,0.9873059171374999,0.49271015071502905,0.5178601938162001,0.7549019607843139,0.7191650853889944,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,66.66666666666666
HumanEval/6,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
    For each of the group, output the deepest level of nesting of parentheses.
    E.g. (()()) has maximum two levels of nesting while ((())) has three.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
",0.8753021841955227,0.6668305405582574,0.7687309451293646,0.5801880887784395,0.9940145539620922,0.266839101391124,0.21835020308742614,0.6168067226890757,0.7269534679543459,100.0,100.0,100.0,100.0,33.33333333333333,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0
HumanEval/7,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain given substring
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
",0.8456751649117078,0.5646296953752111,0.6805714622363616,0.8056146125078721,0.9570685199376833,0.41417236236917016,0.406633740100973,0.8699690402476781,0.8758169934640523,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/8,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
",0.8875682806692352,0.7017942503012314,0.7573925982782149,0.7712329963827437,0.9892944532221134,0.5059838851112005,0.48418506462522565,0.7785467128027682,0.7254901960784315,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/9,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" From a given list of integers, generate a list of rolling maximum element found until given moment
    in the sequence.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
",0.9259353478613732,0.7879140768685539,0.8140528718733012,0.7282341788871544,0.997835028920181,0.4134886449761242,0.6029827920473406,0.6339869281045752,0.6372549019607843,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0
