task_id,prompt,sequence_similarity,edit_distance_score,jaccard_similarity,cosine_similarity_score,sorensen_dice_coefficient,hamming_distance_score,longest_common_subsequence,UnifiedDiff,TreeDiff,pass_rate_0,pass_rate_1,pass_rate_2,pass_rate_3,pass_rate_4,pass_rate_5
HumanEval/0,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
",0.9940149128635575,0.9763944212285189,0.9506220095693779,1.0,1.0,0.44892208291105773,0.6582074754922884,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/1,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
",0.8674320288762484,0.6474551284885107,0.6538933873144399,0.33999752560511254,0.9890045027231882,0.3566382834814072,0.18048580890421437,0.5061224489795918,0.639344262295082,25.0,100.0,0.0,0.0,75.0,25.0
HumanEval/2,"

def truncate_number(number: float) -> float:
    """""" Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.
    >>> truncate_number(3.5)
    0.5
    """"""
",0.8221331599508751,0.5455233731522392,0.5614141414141415,0.6847912674549466,0.971611969111969,0.5868162917647454,0.44607294957810417,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/3,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account fallls below zero, and
    at that point function should return True. Otherwise it should return False.
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
",0.8489265392529541,0.5931103225332051,0.6308074534161491,0.6590899323132595,0.9778293194000595,0.3330520960709394,0.24484581425813007,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/4,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
",0.9056902259280998,0.7528808200711841,0.8366891173342786,0.8845432774394082,0.9900201907679452,0.6057515264113851,0.5561316225888102,0.6296296296296297,0.6741071428571429,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/5,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
",0.8873626904860948,0.7097096749622418,0.7874405822935235,0.6400830117139613,0.994552940578769,0.6686134060867022,0.6265778654593286,0.32417582417582425,0.35135135135135137,100.0,100.0,100.0,100.0,0.0,100.0
HumanEval/6,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
    For each of the group, output the deepest level of nesting of parentheses.
    E.g. (()()) has maximum two levels of nesting while ((())) has three.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
",0.8339144807335714,0.5723021582733813,0.7304402914159012,0.27565216503662643,0.9987379243339497,0.220863309352518,0.1420863309352518,0.36178107606679033,0.6166180758017493,100.0,100.0,100.0,33.33333333333333,0.0,33.33333333333333
HumanEval/7,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain given substring
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
",0.8679925237776944,0.6472440944881891,0.7247619047619047,0.8373751547002459,0.9611548228308004,0.2167979002624672,0.5128608923884516,0.699248120300752,0.7063492063492064,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/8,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
",0.90282580202633,0.7417460317460317,0.7801617873651772,0.6589140843950035,0.9848957040131354,0.4212301587301587,0.3348015873015873,0.6587301587301587,0.696969696969697,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/9,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" From a given list of integers, generate a list of rolling maximum element found until given moment
    in the sequence.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
",0.8638683593557184,0.6340666666666668,0.6472359407749607,0.6445707240700818,0.979883144242757,0.32143333333333335,0.32315,0.5204081632653061,0.5247813411078718,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/10,"

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
",0.8732743203783754,0.6968723106979813,0.6857340826233207,0.8109071005834044,0.9795476126669728,0.5451786839338488,0.5921101220110861,0.6989795918367347,0.7142857142857143,0.0,100.0,0.0,100.0,0.0,0.0
HumanEval/11,"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
",0.9613224068783841,0.9000342601189294,0.8649562945126785,0.8956044627922035,0.9944036339531577,0.47574217730986146,0.7723878716095689,0.5255102040816326,0.5270935960591133,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/12,"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
",0.8773425997366756,0.6756183745583039,0.7279859130585083,0.8027855461960606,0.9809353220344998,0.28162544169611303,0.32438162544169613,0.43842364532019706,0.5102040816326532,100.0,33.33333333333333,100.0,100.0,100.0,100.0
HumanEval/13,"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
",0.9420572687068732,0.8464051714051714,0.86875,0.9293552304271865,0.9936251288525464,0.631967356967357,0.8041827541827541,0.6904761904761905,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/14,"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
",0.9082788495446902,0.7205388888559833,0.716923076923077,0.8296575914964256,0.9823242775407757,0.4660864966060041,0.6354595237766182,0.6547619047619048,0.7142857142857143,0.0,100.0,100.0,100.0,100.0,100.0
HumanEval/15,"

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
",0.9363930498607704,0.8282732964816221,0.8418012881427515,0.8825473477858766,0.99092586206504,0.47956319369853206,0.7045783448167457,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/16,"

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
",0.8631623967977164,0.6233532934131737,0.6615384615384615,0.7784277343182431,0.977639751552795,0.6245508982035928,0.5598802395209581,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/17,"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
",0.8710320264810001,0.623841059602649,0.8184025626481668,0.7266092686071831,0.9933265997207334,0.27350993377483446,0.2642384105960265,0.6696428571428571,0.6761904761904762,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/18,"

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
",0.7604725356422171,0.4256016639364578,0.41169853089472347,0.43190008794686036,0.9774042150415927,0.28598492995917885,0.17080858103920532,0.4785714285714286,0.5497835497835498,100.0,100.0,100.0,100.0,100.0,75.0
HumanEval/19,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
",0.9243842520919097,0.7389549672963359,0.8367466857188219,0.5530512823855019,0.9965217391304348,0.20853062863866204,0.17977731816315423,0.6428571428571429,0.6938775510204082,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/20,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
",0.7852650935184301,0.4885319475198299,0.5409345314505776,0.6132644680936701,0.9755915069565033,0.45344945414677457,0.3175931841029242,0.0,0.0,40.0,40.0,100.0,100.0,0.0,100.0
HumanEval/21,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
",0.8238770502877749,0.5161390469554445,0.5122311827956989,0.7164278139363061,0.9464822695462992,0.25911353694886385,0.29937986296597374,0.6928571428571428,0.6964285714285714,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/22,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
",0.9923764464591611,0.9746666666666666,0.9833333333333332,0.9587250532735764,0.997979797979798,0.392,0.7693333333333333,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/23,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",0.8699666032504701,0.6161290322580645,0.6857142857142857,0.8512840152089298,0.9586258786258786,0.26344086021505375,0.4408602150537634,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/24,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
",0.88130014315708,0.6583333333333334,0.6887878787878788,0.7099485299761914,0.9766026845800996,0.24375,0.41666666666666663,0.5844155844155844,0.6326530612244898,100.0,20.0,60.0,60.0,100.0,100.0
HumanEval/25,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
",0.878674261337614,0.7392722134426644,0.7360714285714286,0.22815415032204336,0.9869994001661626,0.32934408112755015,0.21809452963644488,0.5779220779220778,0.5612244897959184,100.0,100.0,100.0,100.0,0.0,100.0
HumanEval/26,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
",0.7869845334154171,0.47108198250110317,0.474666896188503,0.5358413886729629,0.970121996968311,0.3455645944975334,0.24284191655643247,0.48214285714285715,0.5467980295566502,100.0,100.0,100.0,66.66666666666666,100.0,100.0
HumanEval/27,"

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
",0.9370438661241147,0.8123227189795905,0.8538095238095238,0.8259283300224188,0.9962820356606148,0.21658901957443694,0.6066445235050572,0.6904761904761905,0.6964285714285714,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/28,"from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
",0.9563771919588724,0.8756166696444897,0.9161290322580644,0.9621823853327994,0.9944562899786782,0.8652194447255676,0.8361874620744055,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/29,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    []
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    ['abc', 'array']
    """"""
",0.8731054754895002,0.6421621621621622,0.7209302325581396,0.8511129750334774,0.9764044943820224,0.4302702702702702,0.531891891891892,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/30,"

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
",0.9514074074074074,0.8682300884955751,0.8976744186046511,0.963035046235251,0.9789291882556131,0.7400774336283186,0.8026272123893804,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/31,"

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
",0.8628603779352438,0.6097228515608559,0.6139802050194415,0.8099010674980054,0.9797583086350088,0.23906558868003397,0.2551645815730668,0.620879120879121,0.673469387755102,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/32,"import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
",0.7592233448906279,0.43130353699827506,0.4900664313961943,0.7080204669077225,0.9780477529907114,0.3521519543258674,0.29933164415681696,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
HumanEval/33,"

def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    [1, 2, 3]
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    [2, 6, 3, 4, 8, 9, 5]
    """"""
",0.6838481925121096,0.35418502202643176,0.3943974000276592,0.3733931255136951,0.9595756515740126,0.24185022026431718,0.09251101321585903,0.3103448275862069,0.5436507936507936,42.85714285714285,42.85714285714285,42.85714285714285,42.85714285714285,100.0,42.85714285714285
HumanEval/34,"

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""
",0.992817679558011,0.9731958762886599,0.9789473684210528,0.9960248485723466,0.9979166666666668,0.9051546391752577,0.9030927835051547,0.7053571428571429,0.6761904761904762,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/35,"

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
",1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/36,"

def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    0
    >>> fizz_buzz(78)
    2
    >>> fizz_buzz(79)
    3
    """"""
",0.8458491920713526,0.5462570226970839,0.736140342082617,0.7696791294764841,0.9871262382660833,0.2852153542532764,0.3272518539426108,0.41798941798941797,0.5448504983388703,12.5,100.0,12.5,12.5,100.0,12.5
