task_id,prompt,sequence_similarity,edit_distance_score,jaccard_similarity,cosine_similarity_score,sorensen_dice_coefficient,hamming_distance_score,longest_common_subsequence,UnifiedDiff,TreeDiff,pass_rate_0,pass_rate_1,pass_rate_2,pass_rate_3
HumanEval/0,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
",0.9032131110954121,0.7050065259334922,0.7779982363315696,0.9428848410076395,0.9787902114485795,0.2455808080808081,0.2716987288616502,0.4864864864864865,0.5627906976744186,100.0,100.0,100.0,100.0
HumanEval/1,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
",0.8242439166808916,0.5313107740178918,0.5475946275946276,0.399822565914838,0.9905499071332516,0.22714896927265657,0.2481524698560871,0.4451612903225806,0.5403508771929825,25.0,25.0,100.0,0.0
HumanEval/2,"

def truncate_number(number: float) -> float:
    """""" Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.
    >>> truncate_number(3.5)
    0.5
    """"""
",0.8134021406410076,0.5205586996703443,0.5273148148148148,0.6588942675691695,0.9685347877094471,0.5237142476038034,0.44881571676289567,0.5833333333333333,0.5454545454545455,100.0,100.0,100.0,100.0
HumanEval/3,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account fallls below zero, and
    at that point function should return True. Otherwise it should return False.
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
",0.7636768846446266,0.3581920903954803,0.40494458653026427,0.6256866681002052,0.9676290463692038,0.3310734463276836,0.20621468926553674,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/4,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
",0.8803717854275686,0.6661279285944492,0.7348392348392349,0.8455177544763469,0.9811908381344132,0.40804551443464104,0.3858269550026699,0.5037037037037038,0.51875,100.0,0.0,100.0,100.0
HumanEval/5,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
",0.9333246863555068,0.7743824126307236,0.7743090813202037,0.7310593672023851,0.9972572377003498,0.18508365281789393,0.4822736663952158,0.4555555555555556,0.38064516129032255,100.0,100.0,0.0,100.0
HumanEval/6,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
    For each of the group, output the deepest level of nesting of parentheses.
    E.g. (()()) has maximum two levels of nesting while ((())) has three.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
",0.8548886732853234,0.6487740225314779,0.8416721599648428,0.5666702409966264,0.9959832329141562,0.3021868787276342,0.20278330019880716,0.36,0.4656716417910448,100.0,100.0,0.0,0.0
HumanEval/7,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain given substring
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
",0.9920634920634921,0.9696969696969697,0.9710144927536232,0.9409188292451943,1.0,0.9171717171717172,0.8949494949494948,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/8,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
",0.7371796797197664,0.3579610538373425,0.4552730696798493,0.48110506754328003,0.9677798964174014,0.3327605956471936,0.1420389461626575,0.30434782608695654,0.4769230769230769,100.0,100.0,100.0,100.0
HumanEval/9,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" From a given list of integers, generate a list of rolling maximum element found until given moment
    in the sequence.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
",0.8756929608174936,0.6996415770609318,0.6642857142857143,0.6086201933089882,0.9867070535622879,0.4107526881720431,0.4860215053763441,0.4,0.4304347826086957,100.0,100.0,100.0,100.0
HumanEval/10,"

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
",0.7954949446672681,0.4962117792902578,0.48970944309927367,0.7047689958424369,0.9606410120974068,0.2531217466134691,0.15516158862550877,0.39230769230769225,0.3764705882352941,20.0,0.0,0.0,40.0
HumanEval/11,"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
",0.9820379263412384,0.9373439638778579,0.9437456324248776,0.9614810997469462,0.9975238858227998,0.7874920007939964,0.7730095612538298,0.5714285714285714,0.5793103448275863,100.0,100.0,100.0,100.0
HumanEval/12,"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
",0.8864403400248989,0.7213542332139102,0.7272727272727272,0.7576121563148028,0.9737845005538389,0.7240561577814916,0.6559254091643966,0.5666666666666667,0.6,33.33333333333333,100.0,100.0,33.33333333333333
HumanEval/13,"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
",0.9140698456587099,0.7598607010371716,0.8020833333333334,0.8941860641939204,0.9885590333518666,0.49638882580059046,0.718272894743483,0.5833333333333333,0.5818181818181818,100.0,100.0,100.0,100.0
HumanEval/14,"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
",0.9632966218500885,0.8743815817011881,0.9047619047619048,0.983464357209217,0.9982982200518271,0.5734039680226188,0.6952543504611447,0.5,0.5416666666666667,100.0,100.0,100.0,100.0
HumanEval/15,"

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
",0.9696780726452054,0.9017671210546693,0.8819444444444443,0.9178833614778958,0.995749368002889,0.6096205962059621,0.8721340954011043,0.5263157894736843,0.5529411764705883,100.0,100.0,100.0,100.0
HumanEval/16,"

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/17,"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
",0.9064801949467173,0.6989618114323721,0.8664021164021164,0.6959458095688865,0.9923813688669375,0.23051476798825177,0.21937487812982645,0.55,0.5866666666666667,100.0,100.0,100.0,100.0
HumanEval/18,"

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
",0.8290385379654696,0.516596641780736,0.4935011225333807,0.7625011100664442,0.9716305316778096,0.17819394236920014,0.23561727096336815,0.4564102564102564,0.49818181818181817,100.0,100.0,100.0,100.0
HumanEval/19,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
",0.9263516740295145,0.7645191710243425,0.8034929818922105,0.6685628714516598,0.9904436111031593,0.18761237854868773,0.23937524400235344,0.5857142857142857,0.5829787234042554,100.0,100.0,100.0,100.0
HumanEval/20,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
",0.8080600592306232,0.5313387034906022,0.5546905601253428,0.6238167929319445,0.9764393988658749,0.2199113247140053,0.28273539565423406,0.3454545454545455,0.49066666666666664,100.0,100.0,100.0,40.0
HumanEval/21,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
",0.9539649887674718,0.8541784600600321,0.8862696443341603,0.9292465730014093,0.9975031210986267,0.5139347088563765,0.5735351146463733,0.58,0.59375,100.0,100.0,100.0,100.0
HumanEval/22,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
",0.9902296234361452,0.9620428562257088,0.9722222222222222,0.9312084221226273,1.0,0.37432438972596316,0.7485695660547876,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/23,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",0.9875621890547265,0.9537037037037037,0.9487179487179488,0.9679456738871236,0.9943502824858758,0.7222222222222222,0.9537037037037037,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/24,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
",0.8461448820667558,0.5758831957890619,0.6378968253968255,0.648897628699875,0.9693839548594276,0.4874551971326165,0.4468509377245458,0.4695652173913044,0.5259259259259259,60.0,100.0,100.0,60.0
HumanEval/25,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
",0.9987289447327689,0.9949254540001355,1.0,1.0,1.0,0.5580936348068383,0.9352402790274673,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/26,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
",0.7373091805567126,0.3994252873563218,0.38271604938271614,0.4579400507481323,0.9575150450977743,0.31992337164750956,0.22413793103448276,0.3090909090909091,0.48,100.0,66.66666666666666,100.0,100.0
HumanEval/27,"

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
",0.8703007620112787,0.6044776119402985,0.6563970902866924,0.7367513503666677,0.9853455259336025,0.40547263681592033,0.4614427860696517,0.6,0.6,100.0,100.0,0.0,100.0
HumanEval/28,"from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
",0.8576650360028584,0.6002937713612931,0.7204301075268816,0.8739412844426644,0.9815209665955935,0.3731239212189797,0.4801847216030543,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/29,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    []
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    ['abc', 'array']
    """"""
",0.8560167145386853,0.5902060392780112,0.6602928509905254,0.8038234616277684,0.9736346516007534,0.5480048813713249,0.4603908881068604,0.6,0.6,100.0,100.0,100.0,100.0
HumanEval/30,"

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
",0.900523560209424,0.7691358024691358,0.7829457364341085,0.8581852993741063,0.9551820728291317,0.7333333333333334,0.7185185185185184,0.5875,0.5529411764705883,100.0,100.0,100.0,100.0
HumanEval/31,"

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
",0.8931017318090929,0.6761363636363636,0.7538689290900825,0.8774980966788339,0.985859092977775,0.4611742424242424,0.3551136363636363,0.4428571428571429,0.4836363636363636,100.0,100.0,100.0,100.0
HumanEval/32,"import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
",0.8889317622180117,0.7028312222756666,0.7137662337662337,0.8274206549565624,0.9888934063686029,0.5615132809577253,0.4485917374806263,0.5559999999999999,0.5702127659574467,55.00000000000001,100.0,55.00000000000001,55.00000000000001
