task_id,prompt,sequence_similarity,edit_distance_score,jaccard_similarity,cosine_similarity_score,sorensen_dice_coefficient,hamming_distance_score,longest_common_subsequence,UnifiedDiff,TreeDiff,pass_rate_0,pass_rate_1,pass_rate_2,pass_rate_3,pass_rate_4,pass_rate_5
HumanEval/0,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""
",0.8756101322218786,0.6823550974642056,0.766251234360633,0.8594036942043987,0.9835958653298752,0.48540840089701565,0.42772626645966305,0.0,0.0,100.0,100.0,100.0,85.71428571428571,0.0,100.0
HumanEval/1,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""
",0.7272050859790599,0.39026548672566375,0.3775649098140832,0.28910378749679494,0.9901408034387067,0.2564159292035398,0.08252212389380531,0.5161290322580644,0.5901639344262295,100.0,0.0,0.0,100.0,75.0,0.0
HumanEval/2,"

def truncate_number(number: float) -> float:
    """""" Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.
    >>> truncate_number(3.5)
    0.5
    """"""
",0.8556747794020574,0.6391652986285189,0.7106262626262627,0.6833894098621295,0.9856808714620184,0.5776702398259038,0.5342508733959441,0.6785714285714286,0.6233766233766235,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/3,"from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account fallls below zero, and
    at that point function should return True. Otherwise it should return False.
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""
",0.8821332485967582,0.7014124293785311,0.7213091692901104,0.7288323717044362,0.9839343350287253,0.3880960451977401,0.36739548022598867,0.6541353383458647,0.6645962732919255,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/4,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""
",0.947923176649933,0.8621295815929265,0.9349283819628648,0.9227029474210712,0.9987669428590111,0.7205958842152872,0.6871148934472024,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0
HumanEval/5,"from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""
",0.8651801171503282,0.663716440767519,0.6421313595039007,0.6320954686883716,0.9761298237448159,0.4791591323561203,0.261894697429559,0.0,0.0,100.0,100.0,0.0,100.0,0.0,33.33333333333333
HumanEval/6,"from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
    For each of the group, output the deepest level of nesting of parentheses.
    E.g. (()()) has maximum two levels of nesting while ((())) has three.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""
",0.8564671516645681,0.6608349900596422,0.7689688976102685,0.4014770731034242,0.9925732090520285,0.3610337972166998,0.26520874751491047,0.5510204081632654,0.55863539445629,100.0,33.33333333333333,0.0,100.0,33.33333333333333,0.0
HumanEval/7,"from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain given substring
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""
",0.9024007050280776,0.7171836833310061,0.7852173913043478,0.826111380373689,0.9743374675152893,0.47336211331852385,0.5254466010950738,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/8,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
",0.8847048628828249,0.6916666666666667,0.7653880463871543,0.7895036650681628,0.9865168539325844,0.472463768115942,0.4409420289855072,0.6218487394957982,0.586080586080586,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/9,"from typing import List, Tuple


def rolling_max(numbers: List[int]) -> List[int]:
    """""" From a given list of integers, generate a list of rolling maximum element found until given moment
    in the sequence.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
",0.9115778878874797,0.73789223912782,0.7728587453156895,0.685322935640792,0.9959215595327603,0.36803825974257043,0.4239780655850125,0.4708994708994708,0.4375,100.0,100.0,0.0,100.0,100.0,100.0
HumanEval/10,"

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
",0.7950827064485322,0.5389128713687139,0.5124538121259433,0.6802929585250623,0.9795757886332558,0.340300974282561,0.37646801460640156,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0
